2018-02-13,1,"WIYN Open Cluster Study, LXXVI. Li Evolution Among Stars of  Low/Intermediate Mass: The Metal-Deficient Open Cluster, NGC 2506 HYDRA spectra of 287 stars in the field of NGC 2506 from the turnoff through the giant branch are analyzed. With previous data, 22 are identified as probable binaries; 90 more are classified as potential non-members. Spectroscopic analyses of ~60 red giants and slowly rotating turnoff stars using line equivalent widths and a neural network approach lead to [Fe/H] = -0.27 +/- 0.07 (s.d.) and [Fe/H] = -0.27 +/- 0.06 (s.d.), respectively. Li abundances are derived for 145 probable single-star members, 44 being upper limits. Among turnoff stars outside the Li-dip, A(Li) = 3.04 +/- 0.16 (s.d.), with no trend with color, luminosity, or rotation speed. Evolving from the turnoff across the subgiant branch, there is a well-delineated decline to A(Li) ~1.25 at the giant branch base, coupled with the rotational spindown from between ~20 and 70 km/s to less than 20 km/s for stars entering the subgiant branch and beyond. A(Li) remains effectively constant from the giant branch base to the red giant clump level. A new member above the clump redefines the path of the first-ascent red giant branch; its Li is 0.6 dex below the first-ascent red giants. With one exception, all post-He-flash stars have upper limits to A(Li), at or below the level of the brightest first-ascent red giant. The patterns are in excellent qualitative agreement with the model predictions for low/intermediate-mass stars which undergo rotation-induced mixing at the turnoff and subgiant branch, first dredge-up, and thermohaline mixing beyond the red giant bump. "
2017-05-01,1,"On the existence of young embedded clusters at high Galactic latitude Careful analyses of photometric and star count data available for the nine putative young clusters identified by Camargo et al. (2015, 2016) at high Galactic latitudes reveal that none of the groups contain early-type stars, and most are not significant density enhancements above field level. 2MASS colours for stars in the groups match those of unreddened late-type dwarfs and giants, as expected for contamination by (mostly) thin disk objects. A simulation of one such field using only typical high latitude foreground stars yields a colour-magnitude diagram that is very similar to those constructed by Camargo et al. (2015, 2016) as evidence for their young groups as well as the means of deriving their reddenings and distances. Although some of the fields are coincident with clusters of galaxies, one must conclude that there is no evidence that the putative clusters are extremely young stellar groups."
2016-11-11,1,"Properties of Star Clusters -- III: Analysis of 13 FSR Clusters using UKIDSS-GPS and VISTA-VVV Discerning the nature of open cluster candidates is essential for both individual and statistical analyses of cluster properties. Here we establish the nature of thirteen cluster candidates from the FSR cluster list using photometry from the 2MASS and deeper, higher resolution UKIDSS-GPS and VISTA-VVV surveys. These clusters were selected because they were flagged in our previous studies as expected to contain a large proportion of pre-main sequence members or are at unusually small/large Galactocentric distances. We employ a decontamination procedure of JHK photometry to identify cluster members. Cluster properties are homogeneously determined and we conduct a cross comparative study of our results with the literature (where available). Seven of the here studied clusters were confirmed to contain PMS stars, one of which is a newly confirmed cluster. Our study of FSR1716 is the deepest to date and is in notable disagreement with previous studies, finding that it has a distance of about 7.3kpc and age of 10-12Gyr. As such, we argue that this cluster is a potential globular cluster candidate."
2016-11-14,1,"The radial distributions of the two main-sequence components in the young massive star cluster NGC 1856 The recent discovery of double main sequences in the young, massive star cluster NGC 1856 has caught significant attention. The observations can be explained by invoking two stellar generations with different ages and metallicities or by a single generation of stars composed of two populations characterized by different rotation rates. We analyzed the number ratios of stars belonging to both main-sequence components in NGC 1856 as a function of radius. We found that their number ratios remain approximately unchanged from the cluster's central region to its periphery, indicating that both components are homogeneously distributed in space. Through a comparison of the loci of the best-fitting isochrones with the ridge lines of both stellar components, we found that both multiple stellar populations and rapid stellar rotation can potentially explain the observed main-sequence bifurcation in NGC 1856. However, if NGC1856 were a young representative of the old globular clusters, then the multiple stellar populations model would not be able to explain the observed homogeneity in the spatial distributions of these two components, since all relevant scenarios would predict that the second stellar generation should be formed in a more compact configuration than that of the first stellar generation, while NGC 1856 is too young for both stellar generations to have been fully mixed dynamically. We speculate that the rapid stellar rotation scenario would be the favored explanation of the observed multiple stellar sequences in NGC 1856."
2016-11-15,1,"Spectroscopic evidence of Multiple Stellar Populations in Globular Clusters Galactic globular clusters are not simple stellar populations. And nothing is simple in their study, basically because we try to reconstruct chains of events that occurred at redshift z > 2-3 by observing these objects at z=0, after a Hubble time. Fortunately, spectroscopy offers a magnifying lens: differences of tens or hundreds of Myrs between stellar generations are translated into differences in abundances up to a full dex. I will review the complex pattern emerging by the combined efforts of different groups, focusing on the chemical signatures of multiple populations in globular clusters."
2016-11-17,1,"A Chemical Composition Survey of the Iron-Complex Globular Cluster NGC 6273 (M 19) Recent observations have shown that a growing number of the most massive Galactic globular clusters contain multiple populations of stars with different [Fe/H] and neutron-capture element abundances. NGC 6273 has only recently been recognized as a member of this ""iron-complex"" cluster class, and we provide here a chemical and kinematic analysis of > 300 red giant branch (RGB) and asymptotic giant branch (AGB) member stars using high resolution spectra obtained with the Magellan-M2FS and VLT-FLAMES instruments. Multiple lines of evidence indicate that NGC 6273 possesses an intrinsic metallicity spread that ranges from about [Fe/H] = -2 to -1 dex, and may include at least three populations with different [Fe/H] values. The three populations identified here contain separate first (Na/Al-poor) and second (Na/Al-rich) generation stars, but a Mg-Al anti-correlation may only be present in stars with [Fe/H] > -1.65. The strong correlation between [La/Eu] and [Fe/H] suggests that the s-process must have dominated the heavy element enrichment at higher metallicities. A small group of stars with low [alpha/Fe] is identified and may have been accreted from a former surrounding field star population. The cluster's large abundance variations are coupled with a complex, extended, and multimodal blue horizontal branch (HB). The HB morphology and chemical abundances suggest that NGC 6273 may have an origin that is similar to omega Cen and M 54."
2016-11-17,1,"Stellar Mass Segregation in the Aged Galactic Open Star Cluster Berkeley 17 We present the analysis of the morphology of Berkeley\,17, the oldest known open cluster ($\sim10$ Gyr), using a probabilistic star counting of Pan-STARRS point sources, and confirm its core-tail shape, plus an antitail, previously detected with 2MASS data. The stellar population, as diagnosed by the color-magnitude diagram and theoretical isochrones, shows more massive than lower-mass members in the cluster core, whereas there is a paucity of massive members in both tails. This manifests mass segregation in this aged star cluster with the low-mass members being stripped away from the system. It has been claimed that Berkeley 17 is associated with an excessive number of blue stragglers. Our analysis in comparison of the cluster with nearby reference fields indicates that about half of the blue stragglers may be field contaminations, and some may be confused with the rare blue horizontal-branch stars in this cluster."
2014-09,1,"Open clusters: probes of galaxy evolution and bench tests of stellar models Open clusters are the only example of single-age, single initial chemical composition populations in the Galaxy, and they play an important role in the study of the formation and evolution of the Galactic disk. In addition, they have been traditionally employed to test theoretical stellar evolution models. A brief review of constraints/tests of white dwarf models/progenitors, and rotating star models based on Galactic open clusters' observations is presented, introducing also recent contributions of asteroseismic analyses."
2016-05-19,1,"Combining Density and Overlap (CoDO): A New Method for Assessing the Significance of Overlap Among Subgraphs Algorithms for detecting clusters (including overlapping clusters) in graphs have received significant attention in the research community. A closely related important aspect of the problem -- quantification of statistical significance of overlap of clusters, remains relatively unexplored. This paper presents the first theoretical and practical results on quantifying statistically significant interactions between clusters in networks. Such problems commonly arise in diverse applications, ranging from social network analysis to systems biology. The paper addresses the problem of quantifying the statistical significance of the observed overlap of the two clusters in an Erd\H{o}s-R\'enyi graph model. The analytical framework presented in the paper assigns a $p$-value to overlapping subgraphs by combining information about both the sizes of the subgraphs and their edge densities in comparison to the corresponding values for their overlapping component. This $p$-value is demonstrated to have excellent discrimination properties in real applications and is shown to be robust across broad parameter ranges. Our results are comprehensively validated on synthetic, social, and biological networks. We show that our framework: (i) derives insight from both the density and the size of overlap among communities (circles/pathways), (ii) consistently outperforms state-of-the-art methods over all tested datasets, and (iii) when compared to other measures, has much broader application scope. In the context of social networks, we identify highly interdependent (social) circles and show that our predictions are highly co-enriched with known user features. In networks of biomolecular interactions, we show that our method identifies novel cross-talk between pathways, sheds light on their mechanisms of interaction, and provides new opportunities for investigations of biomolecular interactions."
2016-09-14,1,"Stellar clusterings around ""Isolated"" Massive YSOs in the LMC Observations suggest that there is a significant fraction of O-stars in the field of the Milky Way that appear to have formed in isolation or in low mass clusters ($<$100 $M_\odot$). The existence of these high-mass stars that apparently formed in the field challenges the generally accepted paradigm, which requires star formation to occur in clustered environments. In order to understand the physical conditions for the formation of these stars, it is necessary to observe isolated high-mass stars while they are still forming. With the $Hubble$ $Space$ $Telescope$, we observe the seven most isolated massive ($>$8 $M_\odot$) young stellar objects (MYSOs) in the Large Magellanic Cloud (LMC). The observations show that while these MYSOs are remote from other MYSOs, OB associations, and even from known giant molecular clouds, they are actually not isolated at all. Imaging reveals $\sim$100 to several hundred pre--main-sequence (PMS) stars in the vicinity of each MYSO. These previously undetected PMS stars form prominent compact clusters around the MYSOs, and in most cases they are also distributed sparsely across the observed regions. Contrary to what previous high-mass field star studies show, these observations suggest that high-mass stars may not be able to form in clusters with masses less than 100 $M_\odot$. If these MYSOs are indeed the best candidates for isolated high-mass star formation, then the lack of isolation is at odds with random sampling of the IMF. Moreover, while isolated MYSOs may not exist, we find evidence that isolated clusters containing O-stars can exist, which in itself is rare."
